listing_name,description,bed_type,listing_link,nightly_price,total_price,available_date,rating,nb_reviews,start_date,end_date,Day_1,Day_2,Day_3,Day_4,Day_5
Tiny homes in Clarence-Rockland,Cozy Tiny Cabin on the Farm,1 double bed,www.airbnb.ca/rooms/51766954?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-15&check_out=2023-10-20&source_impression_id=p3_1693333236_ODtcqF0vJlO26%2Fwy&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,121,604,2023-10-15 - 2023-10-20,4.82,140.0,2023-10-15,2023-10-20,0,0,0,0,0
Home in Ottawa,Luxury Beautiful Home in Ottawa!,4 beds,www.airbnb.ca/rooms/966581982331332360?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-13&source_impression_id=p3_1693333236_3EgNuKAs2fktJvY5&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,318,"1,591",2023-09-08 - 2023-09-13,,,2023-09-08,2023-09-13,0,0,0,0,0
Boutique hotel in Ottawa,Sonder Rideau | Superior One-Bedroom Apartment,2 beds,www.airbnb.ca/rooms/766090900734631497?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693333236_twTNpL9JZkNqAgYE&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,250,"1,250",2023-09-01 - 2023-09-6,4.83,555.0,2023-09-01,2023-09-06,0,0,1,1,1
Boutique hotel in Ottawa,Sonder The O'Connor | Studio Apartment,1 queen bed,www.airbnb.ca/rooms/619583284590128173?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693333236_NG0%2FkkXFSIa5VT6G&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,225,"1,123",2023-09-01 - 2023-09-6,4.63,338.0,2023-09-01,2023-09-06,0,0,1,1,1
Cottage in Ottawa,The log house,4 beds,www.airbnb.ca/rooms/760363291676027672?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-19&check_out=2023-09-24&source_impression_id=p3_1693333236_zf9wGZgfI5R3BM0q&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,694,"3,468",2023-09-19 - 2023-09-24,4.94,33.0,2023-09-19,2023-09-24,0,0,0,0,0
Room in Ottawa,Quiet and Private room (B),Stay with Remy,www.airbnb.ca/rooms/787937786243845437?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1596039857&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1693333236_9vULtZzAuPYicq6w&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,81,403,2023-09-01 - 2023-09-6,4.93,14.0,2023-09-01,2023-09-06,0,0,1,1,1
Home in Ottawa,Spacious 2 bedrooms in Orleans,2 beds,www.airbnb.ca/rooms/949844914422955566?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693333236_149%2FpVQGdUpaUajL&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,237,"1,187",2023-09-04 - 2023-09-9,,,2023-09-04,2023-09-09,0,0,0,0,0
Home in Ottawa,*NEW* Pleasant and Quaint 4BED|Orleans,4 beds,www.airbnb.ca/rooms/958702355989336324?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1693333236_nHpuSB6boZqRkBwu&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,417,"2,086",2023-09-03 - 2023-09-8,,,2023-09-03,2023-09-08,0,0,0,0,1
Apartment in Ottawa,Modern 1BR - King Bed - Near Little Italy!,1 king bed,www.airbnb.ca/rooms/965898412151784653?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1693333236_L8IL9aSRDHdpfjDO&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,131,653,2023-09-04 - 2023-09-9,,,2023-09-04,2023-09-09,0,0,0,0,0
Room in Ottawa,⭐Cozy and Simple bedroom  5mins walk to uO,Stay with Sunnie,www.airbnb.ca/rooms/53130496?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&photo_id=1632117451&check_in=2023-10-05&check_out=2023-10-10&source_impression_id=p3_1693333236_%2F2%2BLeLeMHJGVb3pp&previous_page_section_name=1000&federated_search_id=5ca0b744-f129-4702-a21d-d78c4fdf802a,104,519,2023-10-05 - 2023-10-10,4.59,173.0,2023-10-05,2023-10-10,0,0,0,0,0
