listing_name,amenities,rate,price,listing_link
"Holiday Inn Express & Suites Ottawa Downtown East, an IHG Hotel",Breakfast includedPool,"8.2/10Very good(1,219 reviews)",Price is CA $180 per nightCA $180per nightCA $212 totalIncludes taxes & fees,ca.hotels.com/ho1177609504/holiday-inn-express-suites-ottawa-downtown-east-an-ihg-hotel-ottawa-canada/?chkin=2023-05-15&chkout=2023-05-16&x_pwa=1&rfrr=HSR&pwa_ts=1682995069543&referrerUrl=aHR0cHM6Ly9jYS5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=4025&destination=Ottawa%2C+Ontario%2C+Canada&destType=MARKET&neighborhoodId=6325463&latLong=45.42052%2C-75.69975&trackingData=AAAAAQAAAAEAAAAQYJrPC4j8mb-MDHpNPtLeZNk_anmtitsVt2BQ12a0IecPJAWjARSpEOR1wRgpNbhVwUMejE75jnfjDsb7SxjsxNCUKH1lygoSwu2Rj0KfJqQ_SH6ZfvajbddpmU7Wn0XC9YCjuXXkC0A8oCursDx32HMP1Y2NARFDKlcA7u_J4vUe0iu-XYD96_bOzy0zK8D2sBtVfNIRF-5B6dKHV785w_13Rbg6FQDL59jQtoc9_CE1Eax2UMMp2kfZ-ieDJN5By_O7ULw0a1APgcnAabuAM1a0JOJcXxbpdOg-7TR9jmMkM4Bk-IBxL4wDQBupofiLkwV8Q93spJ2z5lykbqk3zDHpvdtL7w9Qw8FGX6QJx1TI-YZMA0sa50wJ57ccFWoL_yIC8Q_xLTghOi89RxHyX-5Aoy-TDQaD7R4v217B4xi4NslN-35y6OCpyJurVWo6hpNgJaL1uNP_AALC2O83ObvtwtY2VqzxIz-fN4p_1-VrSavGOgMp_Pm4J_-3r2mzNj5TSm-p4ZWF5HpFdKcHhjk7BrjtuXtOqalae9FXYTt0GTSvfbgDDpu3mYJbrkx4_DkQHwJV7wjufQdf5KdvQaOe9CWmaFUXwdPa_Ubg_AjhOStpQt3oEZSZZkSr81KEvW9fAfOtuwr5zERwMpU5FrN42dPURbM7i-ijD9qnfz4XSB9Y7O7PjXnZW-HOAE5CsOJlhZTZtK04F-acR9N5Ok2CPuOPwPSz3CHCS-_xCsVzACEEuJr44MCHSI2s0nKmlEpC9yJ86_B5fOOdPRkHGtq4B0toO5aLKl11uGqCuVc63ddRol_uxjhsj-jSQFdj4_t4l2KSfY6GMzxV_HlwE5lw4md9_I75xzcVhD8GcjqL-BPk51uI4M9U0J9I2HYaOeQXR4kmgDWgw5vppZeAmms4GM_b3g509Nqpikvlg0qb_b0ULusKBSJFysviyOYjvIjgyO9Fj4mU2O-7lzgO1y58mQbvV9UI_oMjP1Jl9l06QHOBp4HA68vjGtzOogfT34CxTiqVEBXz6TcYDJsNMg39VxJ1mNgRccz8O1Iqqp-qfBNItYYeImwySCUI7bh9usJJBMgLyk1ui_yIVpDQhAX75oJ_suKSO8V4X__Pf3Tt0IF9Q4WVR4CEAqtiBq95MIyJ8q6WJT9wFn9MK7C3orD2im_70ZWg6CY5-fBDjzUvha13ta1vV5epglqN_GxTP1G7e-mI0GjbISFeG9uAUBol9sViGMLL97Z3eAWA0HbKut0NJxc731c0B7FrjJ1TTNSvQIev90xEWYrpTk-oUxYjfzxdQRLSEEW8JgUn1ROwxRqKrG_lBpxrHXZkqHvbmt0gQxd4Qp-MUZ2p05dj9z9IfacXw54Fz6xFqu_FP-7nFNBbTA2QwrnbgbtK8aKkL_zf1ZJDaB4FlGvl5ci203dAna7ffsdQe9lQg3HBk7hMToTgz9vPeaGNvtSQQJtpJsoisOaw4VmXQhCEZY3SIpc4OGzEgnTxI2xloV08D6yrxvN_UGcpsep0FWoidPl22KLmyQ6xN0NH7uVbHhwxYORpNgJJ_L8YnQDorVQ4yL3ao4JfKJmwFr2UOgCtdoTKR5fkXM0ywj8o98SFkWTk2wShfQx0a1amahkkitSR1gFFHL4FNmz93YVHpv0qlSLar1Rn4XaxZ9SsGp0GFlRkidQ2ur-uzSVGo3DXSWf2ds5G2I3Q2YUpd926pBhg-vapBZk0yir_L7Nq8iXCoSW7R-HdsF92OUEuLkjlqt23BaBE2R6rBVPDQL96ydzN3ljjqfXO8z1s87bgFiXmgS8zTSFOhHmTPnX_SDC31-Vc9vQTZJiDDAxAFAqBS40Gj6yoU-mi1qcO6EQfyBzmyKyI5lEzUNs6ACcqvNLnZCeRcOTPw4ibIEd4oW1TZmQJwTEBzI_FTZFh7jZz1ThS2J8ROnuMJhxuzrlEZXljYEDkjvcM-czVc9ghtCalzJKundRbfwZnzQz9QDYi-YSEL8S3r6blQakVG1fRdSFTEL6_SrqZKf65_w2y1J-dG5tcooRxAsKzs95ABaF9xfmqmn0pGqX7Kbi3eq5BAQITOgCYAE8zGWGxht4QEkr5PYcWSD3vfMATJCto3lhAlE96TiD7eS6VjYixnSqFWJrX33qFKfgHEBZluX8DUjVy5Y9Z1srn9fUWfXkNDdme8GrIWycHliUT5iKbCthY2JdCliYdMJlMbQKTN8R8Oj0930_AjE9E9027sPT0VeCa7hTK_AGsa9D2PDRyzqsaaJ_I_sRRCUAZVS7vw-RII4SVGqV1MCzJWUMg99JTIY5GMbc6ttbhVsD8CG64dICJ8OpL_CNkN8EiHVvTVbZPkD8mANrawJ9zETZVV86iL9Ie5VFHYneVwcW3YGduMs78exZnxygQuclhBEzB_vWG0HDMJihkYxxdBwrwbydH7HgirwHcE8F-rSUzMMy5agmSvyLOb3G5MUqnAmxc4wqGCJBj7DJgnM2Lp7-BmLDFGsmmc82vyFPYgdqL3AVOfV7CZpyGz6eWLbw1fdibjWKdogd1ewc2XA0Zk90Zug-cuTr09j5q0HAUW1f-jYpdhmgTiqfqJsVJ9cuI9SZCr4eGGeDeSvAaSnvP&rank=1&testVersionOverride=Buttercup%2C45803.0.0%2C44204.0.0%2C44203.0.0%2C43549.0.0%2C43550.0.0%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C39483.0.0%2C38427.115718.1%2C42444.0.0%2C42589.0.0%2C42876.124673.0%2C42973.0.0%2C42974.0.0%2C42975.0.0%2C42976.0.0%2C42802.125960.1%2C33739.99567.0%2C37898.109354.1%2C37930.0.0%2C37949.0.0%2C37354.0.0%2C43435.128144.0%2C44700.0.0%2C44704.134887.1&slots=&position=1&beaconIssued=&sort=RECOMMENDED&top_dp=180&top_cur=CAD&userIntent=&selectedRoomType=213618216&selectedRatePlan=388226571&expediaPropertyId=36769047
Microtel Inn & Suites by Wyndham Kanata Ottawa West,Breakfast included,8.6/10Excellent(176 reviews),Price is CA $152 per nightCA $152per nightCA $179 totalIncludes taxes & fees,ca.hotels.com/ho2321835040/microtel-inn-suites-by-wyndham-kanata-kanata-canada/?chkin=2023-05-15&chkout=2023-05-16&x_pwa=1&rfrr=HSR&pwa_ts=1682995069543&referrerUrl=aHR0cHM6Ly9jYS5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=4025&destination=Ottawa%2C+Ontario%2C+Canada&destType=MARKET&neighborhoodId=553248635976396423&latLong=45.42052%2C-75.69975&trackingData=AAAAAQAAAAEAAAAQBrpDJ1-R8HW_PJ3VDhbg7aGJhTeuTYPDIYwr0_Qn_WaN0Ap-xj6-PukJFrrPMtx61p5Nyrkvd6NiWtpOr0fqZhS19nDH63O3tIYPmDBaGd40BTWshq1IlcctRQg9upjeuw3IfN0JRqYqXGvYrr5Ukw2nESJmOIAZOLKEXGv-8oJNxHtCvO1kvO-dan2AYsm7aOnUG2xUYZMXCO9UpERcezh4zw0Ylp9Q_kKvtU8Thnw7CGlLp2FECfKmbipnMGznIP88kyetoJudgcwui24mPNxwcOMvo6CjVtDN7byx4kF3bAOVE737xxUH__ZGy-7eqSjHFNqv6N9u9B07Ka1T0GrJ5xksZs4_miUtagVl7aPLKRBdp0jRUQ8Ij5IH4hsedwVwk5CtVK_oSwhNVxvu-FDGx7vXq4yDGHpKEIhXWkiiMoFZfbQg5ZLcoKdR2cLQ5jo9MbkgX5_bpQAhY3dRhmliVn7WiY2MGUrLg121Avz93zwR4fzNyn5dzX2d28NJHzQ-3aQPGVd_UdFj_o61rZ-1wjUHpIN4wyVjYqKvARROkKIXDnCsL8R8MLbcOrQd1UQKXK8b84pdfmWIRb7MAPaS_Ji9ToMBS7NsJxPp4Z6WTRHOmcijxafPaG4CbVSpPppU_E4uKFxs1zF1La2ysPfTC3muM5O66MjYbO6cOb7jtnWJKjz5lKPUVJRLzth9OSysaZc6bdTTAOHvB4TopX5I4Rfc34Uld79ce9TEZigPHkT4kngrxcf2e3Rn5MoAMWa6AbMUe0fbbWTK8H6F_hU8LDYKjPskIqGb-7BsJxmpwL0iSSNXMhHmq9hqjEs8qmBEhqvggrTXAqih54UIchtgvsS_G57OUgZoRN4tilUHXTS-2mvhdoB9L6WXa1E8ThqT5X0o3uynU7WN-SiYQqeU2yM-psfMF43OcV6t-DVC_m1iCBgjlX727-Fpe1Pt10zPT859SZU98Ld2lb9U54B698BHHdcIuMLpsNdBFI4tu8DRhAFrYK6cfjcT6v9DZV7ClAwsh43cbO73NbBnJz5areNB3-Ach_GvGvsJaPyRIkJSCz7hrZ2QQbPDbDUm9-WbLcwiJnDsvHY61fHxR4IC_x1ed4Q75r1qdBNThKNmfvXzInndIcQdF6qqyWD__Mh5H9qMM1JcVflbvPVSJIbROFupcaCg3MO0aXAJ0vtOVKPQVtabxqzlCqkeyU73M9OztSTz-2dRqHViWqQBRNWJtQOezTRJw4PHJ45IpoZU2vbWvmotMRCBvtbCJRI9GcOc522wz73w31_fqP8OzC7OKqi8iu56gjgswWwx0yDw4diJ9XZHCHao6kq6PVdkn9J-ABx15WTg104YVzl2Z5XYoQV513Tvl1e71FCylXos_bzm00oxBSpNhOE6WjfPoGy_-RFfuyhY3wXgB7FqCUr-a8dWl3CeLW5HfI7lZEwzrIDlcHl1GX3Df9bt-rUbGA7Q0JWBz_4C-2D7yytrGfp7CZjQHVdRbKf2iY4N4c__w888HOBBYZ5O8pmkBZKaeHVYu2bKsrxzOynCT35y63r_k4P4iSHvhWHPCTbvuxnb2hMR18qkVWY1ggKgTNbkqMenaYJNdfic6t6d7mRPF6S7DfD80jA1jLpcFGf5en6DrNDbVSoOjiTs2AG-P6rCYRhACnS2HhUgAEpW5pwcllv0YxhdnWcwSP1AxwTdm4LNOTxT6GJnA-ec_9UIADgQo9bpsImL9b2nH65mb_QblIzJtx_-0Q7uLLHcvOQTSGDXcoIqlQctwIcAQcKwWrwarwaQCPP8MA-8n2poo9yrdsaaNbrog3wk3rcLKmnLL0UwVVWxuVgA5jgRfW7zNrIxr047h6yqxfTPxtWJICNB1FZso-tcjwaTwmeodXvx9Wck_jMsFN3Tc-BcjKYoTHKWkbD3ov5-DHtlt85fGTNWwRQzPxsW98QrN7o7VwsnKfpYA2egElF-ey6egKGreqmcqKeyX6QVXX0FfVZlQnLkCPtVxP0hstwfG1Vj0-BfTg5jo7gfbd3TNebaw5gyoymF_iIeTKdb2e8-GBHTEU-GWX57ufFN9UYcCfKG_UTEKP4jCC1xRe68IzaNWlr0XKX2a6PhMNzp5mOmUUV29P0KLyry_pOt93t-4T466wGhdXbiw_PwqUiYgmEnQ85-CbaVL2JU7ITjQLkN3qfY_iGKsJOmMkYA6B-0DWgwjqkDS_C1nL-JLecEwj8GYq95EuClH4nF7JpFGJ5QV8iMMxmmOA7kvseDauhkA112P1i04RO6ynIjNqvIuKV8rZgDAaJLpQnHPmA8lIa7ls8hMyoOgQyLzpildZF8xaC4CgLZm8qTsiAOXWlrGquhlURalAIaHAwiwctkJtSUjhURysulcM94qpTxHE-TSelqP5X5XChULA5gFIFzNGhfY_K37CfwVefPmS6Y2bqfuYI4mmuJfrV3-J-IsLcY343G6-oEmCifpeKK0VkTYtmMQquTD_kxd_QhZzqcPW0p2WWo7jrYMwDDjut7OxMHDB-LYy8l8wOhfqKxGc-hdegbBcSJ5mTbEMdh9nea55ZWX6C0DOfadMJoaB37gjo4VtXOVov_aWC5KtbwXWcaHShqXOyk3vSu&rank=2&testVersionOverride=Buttercup%2C45803.0.0%2C44204.0.0%2C44203.0.0%2C43549.0.0%2C43550.0.0%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C39483.0.0%2C38427.115718.1%2C42444.0.0%2C42589.0.0%2C42876.124673.0%2C42973.0.0%2C42974.0.0%2C42975.0.0%2C42976.0.0%2C42802.125960.1%2C33739.99567.0%2C37898.109354.1%2C37930.0.0%2C37949.0.0%2C37354.0.0%2C43435.128144.0%2C44700.0.0%2C44704.134887.1&slots=&position=2&beaconIssued=&sort=RECOMMENDED&top_dp=152&top_cur=CAD&userIntent=&selectedRoomType=315767368&selectedRatePlan=384617918&expediaPropertyId=72526095
Lord Elgin Hotel,PoolHot tub,"8.6/10Excellent(1,031 reviews)","12% offPrice was CA $339, price is now CA $298 per nightCA $339CA $298per nightCA $351 totalIncludes taxes & fees",ca.hotels.com/ho111693/lord-elgin-hotel-ottawa-canada/?chkin=2023-05-15&chkout=2023-05-16&x_pwa=1&rfrr=HSR&pwa_ts=1682995069543&referrerUrl=aHR0cHM6Ly9jYS5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=4025&destination=Ottawa%2C+Ontario%2C+Canada&destType=MARKET&neighborhoodId=553248635976398172&latLong=45.42052%2C-75.69975&sort=RECOMMENDED&top_dp=298&top_cur=CAD&userIntent=&selectedRoomType=25325&selectedRatePlan=220179021&expediaPropertyId=528265
Fairfield Inn & Suites by Marriott Ottawa Airport,Breakfast includedPoolHot tub,"9.4/10Exceptional(1,120 reviews)",Price is CA $169 per nightCA $169per nightCA $199 totalIncludes taxes & fees,ca.hotels.com/ho763070976/fairfield-inn-suites-by-marriott-ottawa-airport-ottawa-canada/?chkin=2023-05-15&chkout=2023-05-16&x_pwa=1&rfrr=HSR&pwa_ts=1682995069543&referrerUrl=aHR0cHM6Ly9jYS5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=4025&destination=Ottawa%2C+Ontario%2C+Canada&destType=MARKET&neighborhoodId=6285000&latLong=45.42052%2C-75.69975&sort=RECOMMENDED&top_dp=169&top_cur=CAD&userIntent=&selectedRoomType=218431051&selectedRatePlan=276374226&expediaPropertyId=23814718
Welcominns Hotel Ottawa,Breakfast included,"7.8/10Good(1,024 reviews)",Price is CA $169 per nightCA $169per nightCA $199 totalIncludes taxes & feesSign in for extra savings,ca.hotels.comhttps://ca.hotels.com/user/signin?uurl=e3id%3Dredr%26rurl%3D%2FHotel-Search%3FregionId%3D4025%26destination%3DOttawa%252C%2BOntario%252C%2BCanada%26startDate%3D2023-05-15%26endDate%3D2023-05-16%26adults%3D2%26children%3D%26userIntent%3D%26sort%3DRECOMMENDED%26vip%3Dfalse%26selected%3D13711
Hyatt Place Ottawa West,Breakfast includedPool,9.0/10Wonderful(984 reviews),Price is CA $185 per nightCA $185per nightCA $217 totalIncludes taxes & fees,ca.hotels.com/ho1969301056/hyatt-place-ottawa-west-ottawa-canada/?chkin=2023-05-15&chkout=2023-05-16&x_pwa=1&rfrr=HSR&pwa_ts=1682995069543&referrerUrl=aHR0cHM6Ly9jYS5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=4025&destination=Ottawa%2C+Ontario%2C+Canada&destType=MARKET&neighborhoodId=8987&latLong=45.42052%2C-75.69975&trackingData=AAAAAQAAAAEAAAAQPpwGkXyRO6PW4yhBMqYL8VNpMTjoxec5p9Ah1ameUWQy2zYZ9wMmLayXnsFT3jAMMZtk-1Ip4yzdEp83C1Wz-MaMy-OT_rb8HHlH4ACwJf-PFGcqo0b91BopxlYTyGIuUP6pEa_9R1D62uuZRFmUuwNHDtzaoOlP7VOTWWmikf7JB1R_xR2B7_d4Ya8YDDvUm8opPvgE5OtUj1PNBUAX1yqRxNB8SY6ZK_wWeqo7qHaTWVp8bHAZo1n69cki-O58ElbREdiW1wQSiFW656OYIXvXvlWFZ3dEBJyuj6UQATiVamutq-1OfKi2AEq6OnvVNJ8gFgxk7pPLixiNez8zkJ_SgDwXb077TaVQDbONShU8m_xnGtCnFQAq-8yDI3ld4AnFqdRfKaxUbwr0k49Acj1wfKrR2VLw1srs-S8i0dNzG5H7OS4inbCTajC4lxRRf8PolM3s0lShpqxVhmivR4B0ML9jiDVGhOTEBFQI7kphHv0afgoHW0xte6hNO9GADO12zCL9NZKuhmAXiP4YFvhpMy767tinUA6zW6N1-vfyYJSHF7SXV-XJd9HJ4k7kbRSiYIHUOHpDPswt0mFwnvTbw5G6oUiH7sD0S2IfNcVMnfEYecM5cSZmDGOE9DAZTUELQL0aeAu5AOYRY_qWHPVGtrxKOucdumpFLiI7Nla7Q2nQ-HRvC02g_Hk59nJEI4VAPhpylRRIfZALte67FnxZQI_o1C57ZsZlpThTEMYfdZhoIXMSTGPtFhJBXVHqbFviWDTmakv4JSJuYAa2RiXABeWoTwakvvaV_QbwDU5Z14mk4eNiZroskQNkBpSore-iX82tofuwjc6imNCiy0rIhZLHq5fwk0F_Zk_PSFsbKWWGqDH0u0sfHwnkstiFL0hxMu0NDPcf6Q8mC-Xuv3x_7mUnvss8BKDPAJ7oae9416Ysi-pBsRBjiHOJyJoV2m3yhZ0L4kA0zMFjbDeURoBbELLDn6VvZFMhY--gY53hLAf4Y6KLtida0P7Sk8mRQdDELJq2XlpD49bGPSikZhMwMEwpfS4AsfEkzFRz4jovWmJrewywwv6egU45pcZlXEPtr_bzZTSyQObNzDGVKVAatyDDU1f5ezrPdwFmwc5Ok1jbJ8SIzXpu75Iqao090iaAN3oxlh11vcd1cW9Iz0J7_w_TSMSG28SDUf3Pd-bP1469dFi6X9Kb6Rpcy-FIWCjPSNL0Z3Yq-Zxc60hgUt7WDQp8FuRy_7O4h0GFMLv76GlEt6EJUehmBH8WvoGiFt8KS-MKQ6TCvhEr_4qDLQ5F-3xu26LilQDxdhfyyv0f3zQVW2ddTZ0WIFAU5QPHo4UWcgysA58ycmeiagWSuBEYHMM8s05rgFwylgM6lHPkP1ABSUpyFXVN2fbC_puoCqo5FbTtfP0bVH8iwmjAc5VKZFWUYDU6TuMJ4es_mGhTVqA7iUiyt3rAaSBfhiw-krljRqV9AUo68VdAHFH5vkkQVpbTGEm_5-vs5VbHwsnb1iSRz3j29ZExV5hZ0RQyMubrwJQQgPcwVEo12KUMKX69MNXwI5NM7AMGGIdK2fdL2YqytIcYLSwi5UsCXgCmEvv2jyxqdyteeQkrqZQ3odh-h82dEJwnppOezIU4frv3v5Pjj8G2-zSbQpqW1mtXuQCsThIYpyY1Jp8XH0q9j-orbE1CBSvg3tCnKuCMSbjOHhoPtNWvk2b6FkiE6p9SoU_GOaGFp7BPVH0Q_bAfewcq6j8-1ZEjo-o6xZRedKYMLmgboy--6zZosB5qLcXeQLzLLHyHcxHhsTnVWYaHH74uaTaQ_4NWN7GVK-V10iApG5DQk2OO4S8KlocnD4mVfUxdoOXPFFWqVPWSmj9XnCpPm61DGV93Lu2xZlsA-D4zpC0MVpcnzMEWbuo989sx6sd3S_PxHG_Gkkxjo4EEjRm8OZglmHrQcDyN99o4Q2CChmYgHXfx-AafjolmUMkVOVZnzDdfaVjsfk8HW3VyAvC8tK9_VGsdte5zbbj-qymYEi3gSffJNf4AbbTUGLmKLvITZB-qlg0uTsfLqX9-QOBaE7tAQMF78tiOp-iNlXwoJrEZdmujKk66u0v-lkuXwAdyd4OXVJwXLTVAdenQSWyQU-ZfpWAiS4492xc5iV32oJx_sbzA8YirNwovkH8uW0wxMTZGdDu1Zdsu-k9W_0Umdl0ZAFr80cI49GIGxkneEJcb_UTvo03C1pVjUP_uThv5hzFC0BvyfckNNWLeZYnxHMRw4fhmdjHiS0S4QWSAE7LFKXSxGscq4o_zrCJT1vIFbl_wsEPU9TIJ2zfSfOrM7uJ0eTzsCakDYVkh7_e_T6kN-tBA3TcNAWY5mnysSEJCxcAWjhnNi4S6YoCXzSQU98r0M1pM_8uweNe9Plu-Xm8dHrAF04fe1uHY030s_BBhh3BwR_AkNX2E2bsttmkfHxYftlMgzFgqM5cwIbYQbAWQA6NqsF4itVKPrHWuj6Q7s6jzQTw7Gd3R_OD9L4VfbYa8A-YVi7GD7eG1W6CapZrfwovm4xOxWUODbnRIbnWfRF0ZoKy5x4LtwzkZX_fIYXcJ5HHi6sImsh2Gblw%3D&rank=3&testVersionOverride=Buttercup%2C45803.0.0%2C44204.0.0%2C44203.0.0%2C43549.0.0%2C43550.0.0%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C39483.0.0%2C38427.115718.1%2C42444.0.0%2C42589.0.0%2C42876.124673.0%2C42973.0.0%2C42974.0.0%2C42975.0.0%2C42976.0.0%2C42802.125960.1%2C33739.99567.0%2C37898.109354.1%2C37930.0.0%2C37949.0.0%2C37354.0.0%2C43435.128144.0%2C44700.0.0%2C44704.134887.1&slots=&position=6&beaconIssued=&sort=RECOMMENDED&top_dp=185&top_cur=CAD&userIntent=&selectedRoomType=226555614&selectedRatePlan=250439499&expediaPropertyId=61509408
Best Western Plus Ottawa City Centre,Pool,"8.6/10Excellent(1,011 reviews)",Price is CA $177 per nightCA $177per nightCA $209 totalIncludes taxes & fees,ca.hotels.com/ho470123/best-western-plus-ottawa-city-centre-ottawa-canada/?chkin=2023-05-15&chkout=2023-05-16&x_pwa=1&rfrr=HSR&pwa_ts=1682995069543&referrerUrl=aHR0cHM6Ly9jYS5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=4025&destination=Ottawa%2C+Ontario%2C+Canada&destType=MARKET&neighborhoodId=553248635976397796&latLong=45.42052%2C-75.69975&trackingData=AAAAAQAAAAEAAAAQlFh_SCqrIJOrWiP5hlxckZoRRMgVwIUnzTwWhzjhDVQeBi9noeKZNBkk1e3UmR-VbK6NrxF6_xGjKqhpyhfq1yNfNORmId7VlUe17aT9fTJAyAIIi3yL0P5gQxw3YEqCZE6EtRZJNhibBOdI_XnC4c5D4CxWskHY374TVn5ZYiyF3zTO4xC5ifXaKjy-oOEdzJbEIk79-cAkF5PVd4gSM2lN0bqqZ-6hJGaBT_UXhqnWYjneO8TgirPmWDjrwCh9qfCsChzpY5tAuTFKQOONMnDdkUvUCK5TgWk7s9-Wxdlzp4Ai_aqVUJmQtb9mJKsfzPP0v1jCt5nAc_TrvpkNdxsqd_ktiipwcpiFN0f_Xihm_TP0q1djzmWnwN9z6IRn4uIxnjVBn-IwIvUsQU5QSy6ZQ6Pq-RYUooC9Sbo-Qio1eDsNX-IsjF8MmcVp_F7cipmq8gfOLxoNPxt_ayugAFpvIKc8DNWA8QKom9zn528Dpcz1cm1IAzPUedkBZ3g-4loXpnLGIDE_D0GN-P4LNglieExRagcENvaQzd6cUuxsjlR_4fWto11v9fZCq7jBl0hyBF5cKyQk87bLOfQWFW-krda-yqp7TmFth6F7NLxq1f3LYgdTFxQ_LcfkXb9QPY147yTb08-CWtR61hhHLlSLRDj5KQjH9bakmSKhGeeX7KRuY4DBgCSR2wp-hB0eCDvtOV5WXmNWEKLU_HpJgeh3l1i7J5F-pIwITBSWdD1Dxaqxh-72qsGqcFZDRKxDIctbCNj28F0H_ilDhK-bjHjUbl5lpc3u42deo9BLWx5vkdTIdNt4777pzxjq1npFytQstyuGXEeOepCNwZFilpuC46qj3UKz4cXHpimwP8zdIsor1JZ4O7lTNsAuVddvSFwm52tln6K-A-5AwO7F7-cJx-T_UuAeVI33Efl45Zyw4MhOcfrUEdN0zbDqCxcA_yLMSVxazkMUeKSbX95ptggFK_TtJdmTORHTIsCcJcgAkk5auArda8r2jwFv8rqR9rxtJ745ftkhHej7h1juYy1GPzHApgoXlQ_4NOTHGz0M82cmZ-xpOysOamlN2qlQTFhJBevUANScuAmjIa7zm8ToBtq_lMfdL_P1y8P0L1Iv7TWMN9VKLApkOGVUYDE-CUNokKSGncof_5iOPSH3yvMcvCD4vwGU81N9SCH6ZQ4Tj1Uy6dvjliRUwp-habJqPRLVL2dEF9CuBsgDQyXDskUUxWjOepEzYbvhJ8wpNFuL2V-Y5cm4kJ1Z-pE4rDMKA6ElGBWs8wrQCVzpo-jZXlOFca7KrZylQ_g_wEdhbTWyV9Y2ZSiq6Kc723PvFeBZrLJGe_l4lxQPZYopHjVLJyjGoQ7v662n9HkwK4o7T01iwtSsNh4I3c3tV4b8980Aeb0qcY6S9otADHr6T5ndqUY5PwWO5TNhmtPvXFgEGZt66YLxPI9uRouZ3lIIsctAKd7KbTu2Zqx7IxIGq1yWbkCRNjOQWn2w75fi2lvhW3ON8DcgywqqzzKxoHniTW-VotcRM27CWKVBsFHRNW9fT0cOR5u5vQqqD_dgoO6XdLSO3QKsZtroT_Gd4E3Sjvzxze3Y9MPde_tyO_ZPJs9xMHGZzicGeIvvRUjztbPi-QbEKHFoHg_bIJjwuihIxzGRzSNIKAdatcu00iLONdhrfjdBUC9PYM6V0Bz7JnMhndBG6XWPY9AF-YJx-4IVmS1pzHqcTtE4b-khCM69ULQTbE0Uf1eWHbv_n1PJnLvRaZNdjJHMCOk0lAbocUFmSsocz1jTUVALy8zRiFpWoESnB-FBeu4rJ6bKH7kC_pkcS2BgVi-aYar7fLtRKcJRFMqvAT_F-BOTy1FsYqdb0Qvv0LrqTr0-A5nS_jiDtd-9wXsxh1LDDVHRigAbX_-0yzxv3aCVCnlegPgOm3SY9t38X5KyYss8_l7kI-R6xumsDYVQv2hH0OCJQ4VAjc2-GDUOBQLDYs0ehSFzVcd8OTwr2EihS3Lp1gxhrnF7IOZjTxIRphy0ezeyjeuYWOYuSkciOenIXaYkILSHWijJn6AM1jqcEtESrkkcC1CoRAN6Nstien8UI1BYXN0yIP63FKcHlH9i6nb749irpYqvOSt51pqmB__gFrHinV8ynfQpHxIEYjF_UVbdwBMymnwADjFiHCbZeyhoxqIhn_8AObuzccgr3iIiyla9bYZTT3rozgF-QxwPThNDgbSfcbU8Zqb9B3UDIZKsgytuYh0MtoJ6KevgEsk0gxpRsufWOyMpUa42LwK10ROHg1NcG_DRVZiiGPn-1oi7o35Z_erhtUG93qkNwmKl1_rGebuL2vRASarwL2up8iQJtiEQ7M6v1sB1KotphyZpbpsvqWVoqNNWVSWqb3geo4tpCEgiAolXOeVKcL565jxiw7CegU59nBQ4dxcD2YzoioNLX6MucVY6dpxi2Knw-YtEAhw-xvPJcLvVUpwDejUju8HbNTX7JWiUTbNmCe35Tf55HXbiu36VrgZEEBkal2U-Lu9KcpBxMmmvY36FzwMfigyPXahiL_rV-qmp_pGpK1vkGtdEoEpFeaHw_AbB6DbMCJTSepmrguI%3D&rank=4&testVersionOverride=Buttercup%2C45803.0.0%2C44204.0.0%2C44203.0.0%2C43549.0.0%2C43550.0.0%2C31936.102311.0%2C33775.98848.1%2C38414.114301.0%2C39483.0.0%2C38427.115718.1%2C42444.0.0%2C42589.0.0%2C42876.124673.0%2C42973.0.0%2C42974.0.0%2C42975.0.0%2C42976.0.0%2C42802.125960.1%2C33739.99567.0%2C37898.109354.1%2C37930.0.0%2C37949.0.0%2C37354.0.0%2C43435.128144.0%2C44700.0.0%2C44704.134887.1&slots=&position=7&beaconIssued=&sort=RECOMMENDED&top_dp=177&top_cur=CAD&userIntent=&selectedRoomType=201739791&selectedRatePlan=208647800&expediaPropertyId=748
